split_group_id,normalized_rock_type,classification_cohort,material_count,material_ids,family_ids
sg_5d302c49754e,RHYOLITE,TRAIN,1,ldm101,fam_ab1b4fbb0550
sg_5df943642eb9,BASALT,TRAIN,1,sw56,fam_fe0fc47d7de3
sg_5ef03959481d,BASALT,TRAIN,1,iahd5,fam_0da06ebeeaf2
sg_5f64d3aa0829,BASALT,TRAIN,1,hsdp139,fam_f693eab28703
sg_5fd782cf8f21,RHYOLITE,TRAIN,1,rr9085,fam_91e7214612bf
sg_5fe424f437be,BASALT,TRAIN,1,ml19,fam_92a4660f6a4a
sg_5fe63c24d23b,BASALT,TRAIN,1,65d4,fam_920939d18f35
sg_603591572651,BASALT,TRAIN,1,ner271,fam_0f8576b90cfb
sg_60c4adcb365f,BASALT,I_V,2,hsdp284aa|hsdp284ab,fam_a653dd5af83a
sg_60ee90785d23,BASALT,TRAIN,1,7d8,fam_843c8d02d2bb
sg_61136e47e8cb,BASALT,TRAIN,1,ml71,fam_ae17eae2b51c
sg_613a96677510,BASALT,TRAIN,1,rsl863,fam_8cc0e7e6dfce
sg_615609649e08,BASALTICANDESITE,TRAIN,1,ldm211,fam_fa6af4aa0011
sg_6184be67de40,BASALT,TRAIN,1,ow1519,fam_ab121b872eb0
sg_620180b0bd37,TRACHYANDESITE,X_V,1,iahh1,fam_bddb240bbf38
sg_622854f34347,BASALTICANDESITE,TRAIN,1,bwqf1,fam_00a8f7245d65
sg_6266ce4ea56f,BASALT,TRAIN,1,sk218,fam_e3a3705b4abf
sg_629140a2badf,BASALT,TRAIN,1,r114,fam_519310cc0eda
sg_62d9353a8450,BASALT,TRAIN,1,43d22,fam_a2f507ebe31a
sg_62dd7f347466,BASALT,TRAIN,1,iah228bh,fam_3820890d5597
sg_62e673555d18,BASALT,TRAIN,1,hsdp57,fam_f3b81b99450b
sg_62fa5bdd6501,BASALT,TRAIN,1,vh41,fam_6553d61de565
sg_6349140550b4,BASALT,TRAIN,1,ml286,fam_a8b6c5e75bf3
sg_63b211d8594c,TRACHYANDESITE,X_V,1,iahcs9,fam_ca140cab9157
sg_63ef4f2e14e2,RHYOLITE,TRAIN,1,ldm161,fam_30ba1a02cc34
sg_649dfb1cf0f7,RHYOLITE,TRAIN,1,t12ct125,fam_6ac55804ce52
sg_64f56b3b44fa,RHYOLITE,TRAIN,1,1782a,fam_964afa6bcdb3
sg_650baf8e72e8,BASALT,TRAIN,1,11d28a,fam_1d38d2c1ab61
sg_66316c93cf5a,BASALT,TRAIN,1,hsdp96,fam_2edc425cdd6f
sg_66a553e167e4,RHYOLITE,TRAIN,1,rrsa74,fam_8159c9fa7539
sg_66ea9bf1b35a,BASALTICANDESITE,TRAIN,1,mn45,fam_700fc2d493cd
sg_673e1b23afdb,BASALT,TRAIN,1,iahe3,fam_38ccb1242adc
sg_676cf9f1874b,BASALT,TRAIN,1,ml129,fam_7e3e4630475a
sg_67a73f8b2207,TRACHYANDESITE,TRAIN,1,g12mt,fam_174b14f13ae8
sg_67b2e8fd5780,BASALT,TRAIN,3,bir1ma|bir1mb|bir1md,fam_4f0c4747007e
sg_67b819a3fab6,BASALT,TRAIN,1,hsdp168,fam_2e699885154f
sg_68040c9fb778,BASALT,TRAIN,1,50d45,fam_0a6ffe818686
sg_6859169574c1,TRACHYANDESITE,X_T,1,iahh7,fam_1b071e42c206
sg_68effc3dbe3a,BASALT,TRAIN,1,ner1745,fam_4d45d123f347
sg_690d4407634f,RHYOLITE,TRAIN,1,mr0617,fam_9be0fa131586
sg_691d606c40cf,BASALT,TRAIN,1,ml80,fam_fc5d6e65edd1
sg_692921a86179,BASALT,TRAIN,1,umass18313,fam_8398e80d016b
sg_6955b670ff43,BASALT,TRAIN,1,umass18310,fam_8f4b085e39db
sg_696cc6640da3,BASALT,TRAIN,1,tt53103,fam_8ab5f5e4744a
sg_6a23cf1db9b5,BASALT,TRAIN,1,pbsgnp,fam_340847911336
sg_6a5d8570d6c0,RHYOLITE,TRAIN,1,rr90102,fam_9980b49fe720
sg_6a74c5ca9af8,BASALT,TRAIN,1,65d42,fam_b11be6bd23bb
sg_6aa84d9f2356,TRACHYANDESITE,TRAIN,1,ldm92,fam_b002d692c88f
sg_6adde3b446c0,BASALT,TRAIN,1,hsdp3001,fam_2322c4921980
sg_6bbf58ea4b6e,BASALT,TRAIN,1,47d28,fam_2f85743f3db4
sg_6bbfe80372d6,RHYOLITE,TRAIN,1,tr2792a,fam_ff2b20ab00e7
sg_6bfca158a28e,RHYOLITE,TRAIN,1,kn2860875,fam_3974bbfc1723
sg_6c9b432468da,TRACHYANDESITE,TRAIN,1,g8mt,fam_92ff5ec57177
sg_6cfd1ef6c3c2,BASALT,TRAIN,1,hsdp341ba,fam_d0f1b1144fe4
sg_6d06df800a6c,RHYOLITE,TRAIN,1,c11ma058,fam_c39f862c3aad
sg_6d147a991bbb,RHYOLITE,TRAIN,1,cro901,fam_ad067767a298
sg_6d2e2971ea90,BASALT,TRAIN,1,kv036,fam_c532404f561b
sg_6d45a8d67b50,BASALT,TRAIN,1,ml66,fam_f8a521c718d3
sg_6d5a24a4d4c8,BASALT,TRAIN,1,hsdp45a,fam_f02d088de3d8
sg_6db8025b2701,BASALT,TRAIN,1,28d18,fam_9cbb275ff904
sg_6dfae5e2ebb4,RHYOLITE,TRAIN,1,vh21,fam_2a9cf2c2bd8a
sg_6e00af527f17,BASALT,TRAIN,4,dnc1ma|dnc1mb|dnc1mc|dnc1md,fam_cd9f3289fdcd
sg_6e68359a4d59,RHYOLITE,TRAIN,1,ldm94,fam_fd8aae5782d4
sg_6e7c3070ca69,BASALT,TRAIN,1,19d18,fam_b8090f7a12a4
sg_6e82f97be1fa,BASALT,TRAIN,1,iah3,fam_e3376e23f39e
sg_6ec094fb70d4,BASALT,TRAIN,1,ow9911,fam_9f4a93774077
sg_6eebbeb71c1a,RHYOLITE,TRAIN,1,h3k,fam_0c64728531c4
sg_6f311b68f27d,TRACHYANDESITE,TRAIN,1,gl4mt,fam_1ed480278882
sg_6f85d2e76119,BASALT,TRAIN,1,sk172,fam_30ec3275ebf5
sg_6f98e3317427,BASALTICANDESITE,TRAIN,1,ldm164,fam_a1a5e1c50239
sg_6f9bcf08f653,RHYOLITE,TRAIN,1,vh102,fam_82f9d2fafa99
sg_700c983f6320,BASALT,TRAIN,1,rsh1,fam_e4364229a14d
sg_704db5eb7908,BASALT,TRAIN,1,sk203,fam_3cb7426cb459
sg_70745ca07f29,BASALT,TRAIN,1,72d34,fam_ad76e61bdb43
sg_7074955540ce,RHYOLITE,TRAIN,1,vh86m,fam_0816fc6853ee
sg_709a49f6cbf3,BASALT,TRAIN,1,rwv2,fam_2a0ae9f9b7b3
sg_70b0e87d2ad5,TRACHYANDESITE,I_V,1,g21mt,fam_724856978cb6
sg_711fd217cc7e,BASALT,TRAIN,1,hsdp82,fam_f125326dcc72
sg_71264b6990c2,BASALT,TRAIN,1,umass1854,fam_7e071522bd3a
sg_71786ef394a9,RHYOLITE,TRAIN,1,lean901,fam_f30029b37ab8
sg_717ec695c62e,BASALT,TRAIN,1,sk177,fam_fa508f9aa93d
sg_71bfd96cb7db,BASALT,TRAIN,1,51d5,fam_439211464cfd
sg_71ecc1a6b08c,TRACHYANDESITE,X_T,1,iahee11f,fam_2697bd208c9b
sg_722b46a51bdc,BASALT,TRAIN,1,rhr2,fam_557466c2b58f
sg_7244f57756ab,TRACHYANDESITE,TRAIN,1,ldm93,fam_5545d0d42d7e
sg_72824b97286e,BASALT,TRAIN,1,hu01,fam_d250fcd0cf4f
sg_7331c0c67f54,TRACHYANDESITE,I_T,1,g7mt,fam_a29931fbe272
sg_73a168feeee4,BASALT,TRAIN,1,17d24,fam_35afa58c86e3
sg_73a278607725,RHYOLITE,TRAIN,1,tr2844a,fam_fa5c9a50f096
sg_73e9b9e9b09d,BASALT,X_V,1,ml85,fam_9d538b86b97c
sg_742d6765ec73,BASALT,TRAIN,1,rgc2,fam_1c090fe8e17b
sg_746a60d96124,BASALT,TRAIN,1,rhr1,fam_cf2292a0c6eb
sg_747853015bbb,BASALT,TRAIN,1,209m,fam_132ecb98d031
sg_74bb506a9367,BASALT,X_T,1,ner2242c,fam_e2f7ec396b3b
sg_753ba183c2e2,BASALT,TRAIN,1,48d0a,fam_da0345129d92
sg_755877d51c12,BASALT,TRAIN,2,hsdp105a|hsdp105b,fam_b8d58c377aa4
sg_758a70a7e5e3,BASALT,TRAIN,1,r55,fam_bb47adc41e84
sg_75b5d6ef53dd,BASALT,TRAIN,1,37d11,fam_4f8639261055
sg_764a68220601,BASALT,TRAIN,1,umass18413,fam_0fb9e85505f7
sg_7654fb708f71,RHYOLITE,TRAIN,1,tr2601a,fam_b8d9db9b9feb
sg_76be2ca3f436,RHYOLITE,TRAIN,1,ic891,fam_9589b68cb389
sg_76f1377749ea,BASALT,TRAIN,1,hsdp292a,fam_8c0e03f2fdea
sg_7713b0ce7708,BASALT,TRAIN,1,iahg9,fam_d2cc73a56d90
sg_7733954319c8,BASALT,TRAIN,1,expl,fam_09aa4f217446
sg_775d16a135e0,RHYOLITE,TRAIN,1,9112a,fam_247bf5dae463
sg_77843f678bd8,BASALTICANDESITE,TRAIN,1,ldm270,fam_2b8ac9964824
sg_778f4edcd47c,BASALT,TRAIN,2,hsdp6|hsdp6a,fam_89a91b19218d
sg_77d48e56b550,BASALTICANDESITE,TRAIN,1,ldm230,fam_69e7d5a21266
sg_77dbd8132f24,BASALTICANDESITE,X_V,1,ldm178,fam_565ef48e1964
sg_78267b53d10e,BASALT,TRAIN,1,17d9,fam_ba4aab6369b7
sg_7847493bd9a7,RHYOLITE,I_V,1,tr3323a,fam_240545212564
sg_793574538087,BASALT,TRAIN,1,w22,fam_fd4fdb8e9a85
sg_7955ee8434c3,BASALT,TRAIN,2,hsdp32|hsdp32a,fam_3c382c34dc5d
sg_79f41379ff8f,BASALT,TRAIN,1,36d10,fam_bff674ead0a7
sg_7a05a2185074,RHYOLITE,TRAIN,1,t11ct074,fam_0e05955dc1f9
sg_7a80800a845c,BASALT,TRAIN,1,hv0215,fam_990fafa5d0f3
sg_7bb83c0286e4,BASALT,TRAIN,1,w23,fam_571a1af6f5ad
sg_7c59d0431fcb,BASALTICANDESITE,I_V,1,ca28,fam_e2c56fef0030
sg_7c5c3c907b98,BASALT,TRAIN,1,w4,fam_65fe0fa36859
sg_7c6a40ce7d85,RHYOLITE,TRAIN,2,tr3829l|tr3829r,fam_306004270526|fam_5449dc7956ed
sg_7cf76c61fea0,BASALT,TRAIN,1,j98136,fam_08e1b0677640
sg_7d31683b9c5a,BASALT,TRAIN,1,ner28,fam_e299456cfb0f
sg_7e96d36d13ce,BASALT,X_T,1,iahas4,fam_99916113b9e0
sg_7f2de1389983,TRACHYANDESITE,TRAIN,1,iahf9,fam_8143e8aee23c
sg_7f5d4b4659e9,BASALT,TRAIN,1,ner265,fam_b1625c2ac694
sg_7f7c346503ce,RHYOLITE,TRAIN,1,1872a,fam_0702266f3aa6
sg_7f85420a779a,BASALT,TRAIN,1,39d4,fam_8fb54832dc84
sg_8018dfd0450d,BASALTICANDESITE,I_T,1,roza873,fam_032dbff5946d
sg_809d348e6922,RHYOLITE,X_T,1,iah11,fam_7d577c879842
sg_80e46560056a,BASALTICANDESITE,X_T,1,iahas3,fam_5383e7f9226d
sg_818f96a3d848,TRACHYANDESITE,I_T,1,ldm245,fam_1fd373e64ae9
sg_81b41122f6cb,BASALT,TRAIN,1,frt8428,fam_27fa1726a055
sg_81c15fa855fa,TRACHYANDESITE,X_T,1,iahcs8,fam_b9ff1550eb1f
sg_825e181495aa,BASALT,TRAIN,1,iahg10,fam_7a8dfb92ab00
sg_83650f209db5,BASALT,TRAIN,1,sw95,fam_253ce2c81d9d
sg_836f917fe8de,BASALT,TRAIN,1,hsdp171a,fam_3e2d0a5e07b1
sg_8372fb5f4f84,BASALT,TRAIN,1,37d14,fam_ad8f2add7c93
sg_83fdbfe3d48c,TRACHYANDESITE,I_T,1,kh2,fam_227d3eea6b04
sg_8440869c959f,BASALT,TRAIN,2,hsdp335a|hsdp335aa,fam_62f2d7f58446
sg_844488050580,BASALT,TRAIN,1,hsdp59,fam_8ea6ade15155
sg_84635b30b92d,BASALT,TRAIN,1,65d55,fam_4b3a897fa658
sg_846f27081383,BASALT,TRAIN,1,hsdp234,fam_758678bfa1bf
sg_850536870b36,BASALT,TRAIN,1,78d7,fam_89926b6dd942
sg_8524b8db1c50,BASALT,TRAIN,1,hsdp321a,fam_42df489039b8
sg_868376fa550b,BASALT,TRAIN,2,hsdp42|hsdp42a,fam_c3d574ca139b
sg_86ea9a85cf53,BASALT,TRAIN,1,iahg11,fam_7ba35751e2d1
sg_87784a3bbec7,BASALT,TRAIN,1,33d11,fam_3546fc72408f
sg_87cf37476e75,BASALT,I_T,1,kh16k,fam_18d6c509a7b3
sg_88328169dd2d,BASALT,TRAIN,1,umass1825,fam_920bd3dfc7c6
sg_88378b119f91,BASALT,TRAIN,1,ldm109,fam_d6a66c54917f
sg_883b6f645439,BASALTICANDESITE,TRAIN,1,twfsg1,fam_b1ebf9b59e49
sg_894337947afe,BASALT,TRAIN,1,vh200p,fam_db0d724b6f68
sg_894bb37c4bb2,BASALT,TRAIN,1,sk146,fam_af59d41bcc37
sg_89f7cb266fdf,BASALT,TRAIN,1,hsdp209,fam_885576f20b38
sg_8a9901340a6e,TRACHYANDESITE,TRAIN,1,ldm214,fam_2d59d06bebb7
sg_8b3185c5cef4,BASALT,TRAIN,1,iah218,fam_181a11b0a67d
sg_8ba89f16722c,BASALT,TRAIN,1,ner1115,fam_ff2348fe64d5
sg_8bfeefb8fff3,BASALT,TRAIN,1,rsl7,fam_3a09558a90bd
sg_8c865fbff265,BASALT,TRAIN,2,hsdp11|hsdp11a,fam_96e163ba909d
sg_8cabd1ae3e86,BASALT,TRAIN,1,w21,fam_af6ae804b491
sg_8ce2192c8a72,BASALT,TRAIN,1,rwv4,fam_01514d90092b
sg_8d698bb8339b,BASALT,TRAIN,1,whks0305,fam_78494f0715d7
sg_8d6cee89f390,BASALT,TRAIN,1,r269,fam_2c5149e216ff
sg_8d6f4a08c8c6,BASALT,TRAIN,1,iahcs1,fam_85da0dd0ff3a
sg_8dd4221aad7b,BASALT,TRAIN,1,hsdp124a,fam_3cb8c982eb68
sg_8e16e068ae65,BASALT,X_T,1,kv0419,fam_0788561a6942
sg_8e2970bd6df9,BASALT,TRAIN,1,rec9,fam_f04eb949bc61
sg_8e29bc7a5f02,BASALT,TRAIN,1,w10,fam_513ab39fca23
sg_8e47a5cba8da,BASALT,TRAIN,1,1d30,fam_8d7a95664327
sg_8e6768ca9fd1,BASALT,TRAIN,1,hsdp151a,fam_6e64b43cfcd6
sg_8e7f1a5c190d,RHYOLITE,TRAIN,1,vh27,fam_ae1ed9974eb4
sg_8ea0f202646b,BASALT,TRAIN,1,rpf2,fam_16942302bf45
sg_8ec901d35c48,BASALT,TRAIN,1,hsdp75,fam_64801ff1129f
sg_8ef226a2e5c7,RHYOLITE,TRAIN,1,c11ma082a,fam_89c981254046
sg_8f592bb6f1ad,BASALT,TRAIN,1,rpo1,fam_349dc8734965
sg_8f94e390d80f,TRACHYANDESITE,I_T,1,iah4,fam_2e5994b48d1f
sg_8f9aa23ee536,TRACHYANDESITE,TRAIN,1,iahh6,fam_c49ff58cc008
sg_9010089525fc,BASALT,TRAIN,1,30d15,fam_076f20d89329
sg_907a9ea4aeac,BASALT,TRAIN,1,iah2,fam_ecc2090b67ff
sg_909fa028f984,BASALT,TRAIN,1,hsdp136a,fam_a3b1463f454b
sg_90ca8098d0a1,BASALT,TRAIN,1,w17,fam_5c93e9c9687f
sg_90db211206bd,BASALT,X_T,1,ml177,fam_1395c23a0176
sg_913c4464bef7,RHYOLITE,I_T,1,n10ma14,fam_25c2b483a052
sg_91b855d6e3c0,BASALT,TRAIN,1,28d27,fam_26ef51c7d508
sg_92246d51b50c,BASALT,TRAIN,2,hsdp60|hsdp60a,fam_8ffad55b6a8c
sg_927f1ae9923f,BASALT,TRAIN,1,33d19,fam_326df69be0d8
sg_92c1d1e288e1,BASALT,TRAIN,1,hsdp263a,fam_9e37797382b8
sg_92c41d4e5e6a,BASALT,TRAIN,1,hsdp345,fam_c7f2bd325d49
sg_92cab9fba613,BASALT,TRAIN,1,ner321,fam_6878e6450ce9
sg_92dc54f20e09,BASALT,TRAIN,1,17d11,fam_e2ce0a86a98d
sg_936d48008930,BASALT,TRAIN,1,iahe9,fam_4ae731eef969
sg_937d19d0ebd7,BASALTICANDESITE,X_T,2,bcr1|usbcr2,fam_14f2af27922a|fam_5690084ef848
sg_94d6abf14bc2,BASALT,TRAIN,1,hsdp232,fam_0a38b527c92c
sg_9578ce478be5,BASALT,TRAIN,1,umass18315,fam_a27b32860bbb
sg_958daf4ac93c,RHYOLITE,X_T,1,iah10,fam_6e883ebfeff2
sg_95a324fd79c5,BASALT,TRAIN,1,hsdp144a,fam_cd125ecd653e
sg_95d3c3b909c2,BASALT,TRAIN,1,ner157,fam_5346b2ee0560
sg_95f4c92b8086,BASALT,TRAIN,1,sk178,fam_263d05c8c6c5
sg_960e4d79b71e,BASALT,TRAIN,1,ml37,fam_7fa1ee24dfce
sg_963301c0ea10,BASALT,TRAIN,1,w2r,fam_ec381a00345e
sg_96c8002f3ee6,RHYOLITE,TRAIN,1,t10ct036,fam_d23bee0fb611
sg_96e3c4523587,BASALT,TRAIN,1,hsdp126,fam_1c45f8d5001e
sg_96f7ca1b9e88,BASALT,TRAIN,1,213m,fam_9033b3f8c9d1
sg_971ee07c0714,TRACHYANDESITE,TRAIN,1,ldm198,fam_ed58a09d3899
sg_973b5d4c5f1c,RHYOLITE,TRAIN,1,vh11,fam_1e69b2e79fe9
sg_974264fe5ded,BASALT,TRAIN,1,umass1857a,fam_116510dbf794
sg_97ae093c934f,RHYOLITE,X_T,1,iah1,fam_9f24223286ea
sg_9819ba687402,BASALT,TRAIN,1,vh99po,fam_aaf9c93a347c
sg_981c660d2404,RHYOLITE,I_T,1,mr0618,fam_de79c252d54a
sg_9869f519adfb,BASALT,TRAIN,1,hsdp336h,fam_8d9237fb40cc
sg_98a66da73000,BASALT,TRAIN,1,68d19,fam_c7bf7a1c511f
sg_98e76d224fcd,BASALT,TRAIN,1,sk224,fam_6688bb4a644c
sg_98f7e59016e4,BASALT,TRAIN,1,w5,fam_93a28c3966d6
sg_9923c41e1400,BASALT,TRAIN,2,hsdp36|hsdp36a,fam_a700e91f008f
sg_995ca474588a,BASALT,TRAIN,1,iah8,fam_68ad72831c58
sg_9969753d836b,RHYOLITE,TRAIN,1,gw911,fam_42e03ae94069
sg_997282e3beb2,BASALT,TRAIN,1,81d4,fam_e42024238911
sg_9a19b2127577,BASALT,TRAIN,1,iah344,fam_c4575e5c9953
sg_9a23ab7e5a58,TRACHYANDESITE,I_T,1,g4mt,fam_df5989759601
sg_9a250e42966c,BASALT,TRAIN,1,mg5a,fam_321c8839689a
sg_9a4f28242cc1,BASALT,TRAIN,1,hsdp195a,fam_58cfb1c954c2
sg_9a6bb2773203,BASALT,TRAIN,1,vh52,fam_9184b3b26f4e
sg_9a87f1bea5e0,BASALT,TRAIN,1,hu02,fam_6047081ffb7d
sg_9ad3abac3a49,BASALTICANDESITE,X_V,1,ldm150,fam_7f466de2291e
sg_9b03816401eb,BASALT,TRAIN,1,37d40,fam_c24696971957
sg_9bd2c8b4acb8,BASALT,TRAIN,1,hsdp129,fam_c23abf88e47a
sg_9be261bb6b1e,TRACHYANDESITE,TRAIN,1,ldm155,fam_38d83a3c6b7d
sg_9bed20e2b049,RHYOLITE,TRAIN,1,baveno,fam_3fbe88a0cd47
sg_9c0c9ba8b750,BASALT,TRAIN,1,j98134,fam_3e5da9d5acd6
sg_9c1f5cdbe0b8,BASALTICANDESITE,TRAIN,1,ldm153,fam_aa633db64aa4
sg_9c25463b4902,BASALT,TRAIN,1,hsdp193,fam_ee0334235102
sg_9c269fdf35ba,RHYOLITE,TRAIN,1,tr3782a,fam_1a5dbd73f215
sg_9c5e20e7d205,TRACHYANDESITE,TRAIN,1,g22mt,fam_548cb72738ce
sg_9c681f42e501,BASALT,TRAIN,1,vh43,fam_07316346564a
sg_9caaef075bc8,TRACHYANDESITE,TRAIN,1,ldm221,fam_024cbbd6d78f
sg_9cb0a7c75b14,BASALT,TRAIN,1,18d10,fam_ff6d57bc3d68
sg_9cdd41854645,BASALT,TRAIN,1,iahc1,fam_eb1e460ac9e8
sg_9cfd0dcfb192,BASALT,TRAIN,1,ml269,fam_54f04398eb6a
sg_9d2b70df227c,BASALT,TRAIN,1,41d3,fam_c86905b227b5
sg_9ed76ef028fe,BASALT,TRAIN,1,33d15,fam_e4c4bfbf371d
sg_9edd957e53fb,BASALT,TRAIN,1,ml81,fam_e4ab56f44dbd
sg_9f9e78f2aba9,BASALTICANDESITE,TRAIN,1,vh53,fam_2ccf359779ab
sg_9fbdfbf99235,BASALTICANDESITE,TRAIN,1,85m,fam_1514923d3b46
sg_a04ced7c9ee8,BASALT,TRAIN,1,47d14,fam_adeb11f25df7
sg_a0fdd4a09ddc,TRACHYANDESITE,TRAIN,1,kn284253,fam_fec91119510b
sg_a1196e6e31b1,BASALT,TRAIN,1,rtb1,fam_6dc261188238
sg_a1716a0b706a,RHYOLITE,X_V,1,iah7,fam_f820ccfb1377
sg_a19efc83313f,BASALT,TRAIN,1,stbk0306,fam_e66a98a1767b
sg_a1ba3f84f893,BASALT,TRAIN,1,ner309,fam_d91b209dcc84
sg_a1c41687bf4e,BASALT,TRAIN,1,ml52,fam_c73e35d93488
sg_a2108daad243,BASALT,TRAIN,1,ml284,fam_96ed264e8622
sg_a28ccbca5868,BASALT,TRAIN,1,hsdp133,fam_eb0b4aff09cc
sg_a2c7ddcc181b,BASALT,TRAIN,1,7d16,fam_d03570eb072c
sg_a2d7585ad8d5,BASALT,TRAIN,2,hsdp35|hsdp35a,fam_e15fffe7a64e
sg_a2d8e906acc2,BASALT,TRAIN,1,41d2,fam_6b56b6c434d3
sg_a35993a181cb,BASALT,TRAIN,1,65d56,fam_db8765c84d8b
sg_a3b1032c0a90,BASALT,TRAIN,1,68d15,fam_abbe4ca8032a
sg_a3bfce0880c7,BASALT,TRAIN,1,ner3316,fam_edaf04e96c0e
sg_a3d00b200775,BASALT,TRAIN,1,kv0422,fam_8ec96459aaa4
sg_a3f69c2776aa,BASALT,TRAIN,1,vh54,fam_a07f33a35fd5
sg_a41b469ae3c4,BASALT,TRAIN,1,vh44,fam_f673c42322ee
sg_a4f8bc2ebcbb,RHYOLITE,TRAIN,1,1843a,fam_219f9fb9b59b
sg_a521f13228cf,BASALT,TRAIN,1,26d3,fam_796d1da0c061
sg_a56ac6fbb3e0,BASALTICANDESITE,TRAIN,1,pw6,fam_5f7ad8780fc1
sg_a5ff1f551627,TRACHYANDESITE,TRAIN,1,g9mt,fam_8e5105032496
sg_a601e2b08dc1,RHYOLITE,X_V,1,845l,fam_bbc2b122ae13
sg_a62f4c144334,BASALT,TRAIN,1,31d118,fam_f914a219d344
sg_a64a89bc21ff,RHYOLITE,TRAIN,1,n10ma02,fam_ddbe21ab819a
sg_a64eec35689f,BASALT,TRAIN,1,mr0616,fam_067f6e11317b
sg_a6742ca30999,BASALT,TRAIN,1,hsdp61,fam_b2c8b1970ab5
sg_a68aca89d592,BASALT,TRAIN,1,frt8447,fam_ab3eb3d7fe2f
sg_a6d87ab9dc6c,BASALT,TRAIN,1,rwv1,fam_e0f5dcace592
sg_a6e67f334ce8,BASALT,TRAIN,2,hsdp2|hsdp2a,fam_521ddb77b2c9
sg_a6fa5d9a24ed,BASALT,TRAIN,1,ml83,fam_a1aab12bfedc
sg_a70cd12a6d93,BASALT,TRAIN,1,rcb1,fam_fad62a3950cc
sg_a720d58d4dea,BASALTICANDESITE,I_T,1,84m,fam_bc020fd9d0e8
sg_a73472db0e25,BASALT,TRAIN,1,hsdp333a,fam_fbd32aebfd56
sg_a7467fa1c2ea,BASALT,TRAIN,1,kv0418,fam_acde4b82d48e
sg_a74d5ad79f1e,BASALT,TRAIN,1,hsdp247,fam_7f308e736e66
sg_a765f0b9e81b,BASALT,TRAIN,2,78d1|78dtype1,fam_4595c3d3b064
sg_a776ab3089e4,BASALT,TRAIN,1,hsdp245a,fam_3d1c01f001b1
sg_a77fcec2c9ae,BASALT,TRAIN,1,hsdp146,fam_68a036d6b437
sg_a7d16c410024,RHYOLITE,I_T,1,ldm156,fam_2271f63d0052
sg_a83458026092,BASALT,TRAIN,1,43d1,fam_11a1b4c8f310
sg_a88087c7b4fc,BASALT,TRAIN,1,hsdp115,fam_8e8504ff8f2a
sg_a88b4a69bf1e,BASALTICANDESITE,TRAIN,1,rag2,fam_07fb6933040e
sg_a891a7f327b2,BASALT,TRAIN,1,ow2521,fam_b93423ae3fd2
sg_a9324139d3f1,RHYOLITE,TRAIN,1,boone901,fam_424c0e0fe703
sg_a9543fe82d52,BASALT,TRAIN,1,r734,fam_07b1d83fc0eb
sg_a99e6747026a,RHYOLITE,TRAIN,1,vh24,fam_5fbdaae01b47
sg_a9e369dd4592,BASALT,TRAIN,1,sk208,fam_aab3c9777870
sg_a9f42d08a7c2,BASALT,TRAIN,1,r502,fam_40e525aff4aa
sg_a9f91e3a7b55,BASALT,TRAIN,1,72d1,fam_9709550984bf
sg_aa16db193363,BASALT,TRAIN,1,11d1,fam_8b78e6c5bebe
sg_aa4a5ea42680,RHYOLITE,TRAIN,1,dkm2390,fam_d9d6cedd79c0
sg_aaf753d10085,RHYOLITE,TRAIN,1,2000a,fam_91ecfbd18633
sg_aaffe617df3b,BASALT,TRAIN,1,203m,fam_a25ffdd641db
sg_ab32b73860c1,BASALT,TRAIN,1,hsdp158,fam_06fd2ae48e94
sg_ab641c7e1dd5,BASALT,TRAIN,1,ldm85,fam_9bd97f8301cb
sg_ab6a82c78555,RHYOLITE,TRAIN,1,rrdh5,fam_c06b2da77af3
sg_ab7210f8a8da,BASALT,TRAIN,1,hsdp125,fam_0e9ae52bb820
sg_abd196dd30bf,BASALT,TRAIN,1,19d43,fam_eafa097c152a
sg_abeb74dbc7c5,BASALT,TRAIN,1,sk174,fam_d907f0823fc0
sg_ac2d55017626,BASALT,TRAIN,1,r694,fam_45416fe1e4ac
sg_ac3f40544783,BASALT,TRAIN,1,hsdp149,fam_f604b41c3741
sg_ac555024ba28,BASALTICANDESITE,TRAIN,1,ldm83,fam_6093382d5f82
sg_adeec8e85613,BASALT,TRAIN,1,r451,fam_3a3d10cc75ba
sg_ae4fd886f4a0,BASALT,TRAIN,2,hsdp65|hsdp65a,fam_69fa209f7301
sg_ae78308204e9,BASALT,TRAIN,1,iahc5,fam_3984e68ee662
sg_ae7daf3c5fdd,RHYOLITE,TRAIN,1,vh23,fam_f77bb999d5a0
sg_aec9b54c8f3e,RHYOLITE,TRAIN,1,dkm3090,fam_872f35996467
sg_af0ddd9b8827,BASALT,TRAIN,1,hsdp268a,fam_d0930b61a63d
sg_af7d656487ab,BASALT,TRAIN,1,hsdp228,fam_5884882e04f3
sg_afb565d1b993,BASALT,TRAIN,1,frt8470,fam_70e2a04b2784
sg_afc9581e6fe1,BASALT,TRAIN,1,hsdp147,fam_72512e49c119
sg_afc9ffb7840e,BASALT,TRAIN,1,sk176,fam_3556d9fd346f
sg_affdb813b2bf,TRACHYANDESITE,TRAIN,1,iahcs5,fam_cd13a97a83ee
sg_b08ac1ac46d6,BASALT,TRAIN,1,whks0307,fam_f0783f9119ea
sg_b0c2851d003f,BASALT,TRAIN,1,mg0a,fam_7c0230a4845e
sg_b0eaac7c44dc,RHYOLITE,TRAIN,1,kn181600,fam_e56d79a28a87
