material_id,material_name,family_id,split_group_id,normalized_rock_type,classification_cohort,series_id
hsdp205,HSDP205,fam_fd9aa6e3f5f7,sg_480a01a1c625,BASALT,TRAIN,family_fam_fd9aa6e3f5f7
ml95,ML95,fam_2efe8b15e6e2,sg_48b9d0476607,BASALT,TRAIN,series_ml
stbk0303,STBK0303,fam_6a92eb69995e,sg_48e4d3f60d22,BASALT,TRAIN,family_fam_6a92eb69995e
hsdp330a,HSDP330A,fam_a719e8cc9c9c,sg_48eacb155b97,BASALT,TRAIN,family_fam_a719e8cc9c9c
ner2215,NER2215,fam_e021a7f5341d,sg_4930198e0c6a,BASALT,TRAIN,family_fam_e021a7f5341d
hsdp83,HSDP83,fam_7f1d1680758b,sg_49b4fdb7db9b,BASALT,TRAIN,family_fam_7f1d1680758b
hsdp83a,HSDP83A,fam_7f1d1680758b,sg_49b4fdb7db9b,BASALT,TRAIN,family_fam_7f1d1680758b
hsdp87,HSDP87,fam_59f1b0e606b9,sg_49ba84ab5c48,BASALT,TRAIN,family_fam_59f1b0e606b9
8d11,8D11,fam_18364424790c,sg_49dba1ace71c,BASALT,TRAIN,family_fam_18364424790c
73d13,73D13,fam_88cf72c1c901,sg_49e3367cdac3,BASALT,TRAIN,family_fam_88cf72c1c901
31d2,31D2,fam_cb421976603b,sg_4a2425e95cd3,BASALT,TRAIN,family_fam_cb421976603b
ner1631c,NER1631C,fam_7947b1ea51af,sg_4a9d6000cfb4,BASALT,TRAIN,family_fam_7947b1ea51af
1d24,1D24,fam_b03aed67d91f,sg_4b8a0c41345c,BASALT,TRAIN,family_fam_b03aed67d91f
iahg4,IAHG4,fam_67aa43456dd6,sg_4bf0ad3bf915,BASALT,TRAIN,family_fam_67aa43456dd6
hsdp109,HSDP109,fam_909a2e843fed,sg_4c119a3ff164,BASALT,TRAIN,family_fam_909a2e843fed
r594,R594,fam_3a9d0555ed1c,sg_4ce395c1f403,BASALT,TRAIN,family_fam_3a9d0555ed1c
r133,R133,fam_0e4f005fc633,sg_4d075ac1cc87,BASALT,TRAIN,family_fam_0e4f005fc633
iahg12,IAHG12,fam_44d2aca04d10,sg_4d46ed835046,BASALT,TRAIN,family_fam_44d2aca04d10
hsdp207a,HSDP207A,fam_1af11f66eb14,sg_4d6c62306108,BASALT,TRAIN,family_fam_1af11f66eb14
hsdp141,HSDP141,fam_5410dbce2c8c,sg_4e9bb64b4b0e,BASALT,TRAIN,family_fam_5410dbce2c8c
37d0a,37D0A,fam_0e3e4a8a7e30,sg_4eaf79a333e7,BASALT,TRAIN,family_fam_0e3e4a8a7e30
210m,210M,fam_80ec8eda7ab9,sg_4f97d5999e65,BASALT,TRAIN,family_fam_80ec8eda7ab9
r954,R954,fam_b050c5f4e355,sg_4fde1b25d7d5,BASALT,TRAIN,family_fam_b050c5f4e355
ner45,NER45,fam_c7af8e0acb3e,sg_5007ebbad27e,BASALT,TRAIN,family_fam_c7af8e0acb3e
iahg5,IAHG5,fam_0ec84205cdba,sg_5033bde469e6,BASALT,TRAIN,family_fam_0ec84205cdba
hsdp157a,HSDP157A,fam_f9b6ae83ce79,sg_503da212d26f,BASALT,TRAIN,family_fam_f9b6ae83ce79
rsl5,RSL5,fam_9a2d0ace64d7,sg_50a7905b8a25,BASALT,TRAIN,family_fam_9a2d0ace64d7
1984aa,1984AA,fam_a6d5ea8216c3,sg_51abeac54e3d,BASALT,TRAIN,family_fam_a6d5ea8216c3
kv0416,KV0416,fam_71453f50412d,sg_52210973dd40,BASALT,TRAIN,family_fam_71453f50412d
hsdp201,HSDP201,fam_7a2966a75f7c,sg_5241984a330c,BASALT,TRAIN,family_fam_7a2966a75f7c
19d58,19D58,fam_9a04a0c87643,sg_52658310746b,BASALT,TRAIN,family_fam_9a04a0c87643
ml87,ML87,fam_cd8d05386170,sg_52c99ae2dd1d,BASALT,TRAIN,series_ml
hsdp81,HSDP81,fam_a62c11b014e7,sg_5324e26b7a2f,BASALT,TRAIN,family_fam_a62c11b014e7
hsdp164,HSDP164,fam_2c69838ed937,sg_533c8d15c28d,BASALT,TRAIN,family_fam_2c69838ed937
14d24,14D24,fam_82b60e376ca1,sg_5387c1478da1,BASALT,TRAIN,family_fam_82b60e376ca1
hsdp198aa,HSDP198AA,fam_13ffb43301e5,sg_53e1d2281f2e,BASALT,TRAIN,family_fam_13ffb43301e5
hsdp198ab,HSDP198AB,fam_13ffb43301e5,sg_53e1d2281f2e,BASALT,TRAIN,family_fam_13ffb43301e5
53d24,53D24,fam_1d6db50d4326,sg_54fe932a47fc,BASALT,TRAIN,family_fam_1d6db50d4326
ner339,NER339,fam_64284c9e1593,sg_551a379efba2,BASALT,TRAIN,family_fam_64284c9e1593
hsdp183,HSDP183,fam_7a4c1ce8a446,sg_551d567e8bef,BASALT,TRAIN,family_fam_7a4c1ce8a446
kh11k,KH11K,fam_ad1abbbad2f0,sg_55b57b284659,BASALT,TRAIN,family_fam_ad1abbbad2f0
hsdp199a,HSDP199A,fam_b6d3f39ecb2f,sg_55bcb1e740d1,BASALT,TRAIN,family_fam_b6d3f39ecb2f
r91,R91,fam_5b59afb1024d,sg_55c49d3343ea,BASALT,TRAIN,family_fam_5b59afb1024d
holyoke,HOLYOKE,fam_34467a8cb865,sg_57781dbc0ca0,BASALT,TRAIN,family_fam_34467a8cb865
r856,R856,fam_8827fedeae19,sg_579e5537bbc0,BASALT,TRAIN,family_fam_8827fedeae19
r83,R83,fam_e9e230f2d525,sg_57f7af58fdd1,BASALT,TRAIN,family_fam_e9e230f2d525
r135,R135,fam_503b5ca844c1,sg_588623e7ff4f,BASALT,TRAIN,family_fam_503b5ca844c1
62d11,62D11,fam_f93d1bc0f15d,sg_594d08d89a13,BASALT,TRAIN,family_fam_f93d1bc0f15d
umass1837,UMASS1837,fam_87b775ef73e3,sg_59662c270f73,BASALT,TRAIN,family_fam_87b775ef73e3
iahe5,IAHE5,fam_6ffe35a8ce66,sg_5971a75dba0b,BASALT,TRAIN,family_fam_6ffe35a8ce66
ml47,ML47,fam_680c24858eee,sg_5a362963a43a,BASALT,TRAIN,series_ml
mg1a,MG1A,fam_e0e140ef3e53,sg_5a364322ea94,BASALT,TRAIN,family_fam_e0e140ef3e53
mg1b,MG1B,fam_e0e140ef3e53,sg_5a364322ea94,BASALT,TRAIN,family_fam_e0e140ef3e53
hsdp117,HSDP117,fam_b5512c26c8f7,sg_5a644c09f324,BASALT,TRAIN,family_fam_b5512c26c8f7
sk222,SK222,fam_cc664165df49,sg_5a6e80c40c8f,BASALT,TRAIN,family_fam_cc664165df49
umass1821,UMASS1821,fam_5c6d89699c91,sg_5abcfe967eea,BASALT,TRAIN,family_fam_5c6d89699c91
iah225,IAH225,fam_f1f17bca9ead,sg_5b31d8a3e143,BASALT,TRAIN,family_fam_f1f17bca9ead
hsdp84,HSDP84,fam_96e0e2541737,sg_5bc1206c66a8,BASALT,TRAIN,family_fam_96e0e2541737
vh47,VH47,fam_ae07fb77a523,sg_5bfdc074a043,BASALT,TRAIN,family_fam_ae07fb77a523
70d52,70D52,fam_124f8fd2175a,sg_5c313294a6fa,BASALT,TRAIN,family_fam_124f8fd2175a
33d17,33D17,fam_2ecf111e971b,sg_5cfb1373df4e,BASALT,TRAIN,family_fam_2ecf111e971b
sw56,SW56,fam_fe0fc47d7de3,sg_5df943642eb9,BASALT,TRAIN,family_fam_fe0fc47d7de3
iahd5,IAHD5,fam_0da06ebeeaf2,sg_5ef03959481d,BASALT,TRAIN,family_fam_0da06ebeeaf2
hsdp139,HSDP139,fam_f693eab28703,sg_5f64d3aa0829,BASALT,TRAIN,family_fam_f693eab28703
ml19,ML19,fam_92a4660f6a4a,sg_5fe424f437be,BASALT,TRAIN,series_ml
65d4,65D4,fam_920939d18f35,sg_5fe63c24d23b,BASALT,TRAIN,family_fam_920939d18f35
ner271,NER271,fam_0f8576b90cfb,sg_603591572651,BASALT,TRAIN,family_fam_0f8576b90cfb
7d8,7D8,fam_843c8d02d2bb,sg_60ee90785d23,BASALT,TRAIN,family_fam_843c8d02d2bb
ml71,ML71,fam_ae17eae2b51c,sg_61136e47e8cb,BASALT,TRAIN,series_ml
rsl863,RSL863,fam_8cc0e7e6dfce,sg_613a96677510,BASALT,TRAIN,family_fam_8cc0e7e6dfce
ow1519,OW1519,fam_ab121b872eb0,sg_6184be67de40,BASALT,TRAIN,family_fam_ab121b872eb0
sk218,SK218,fam_e3a3705b4abf,sg_6266ce4ea56f,BASALT,TRAIN,family_fam_e3a3705b4abf
r114,R114,fam_519310cc0eda,sg_629140a2badf,BASALT,TRAIN,family_fam_519310cc0eda
43d22,43D22,fam_a2f507ebe31a,sg_62d9353a8450,BASALT,TRAIN,family_fam_a2f507ebe31a
iah228bh,IAH228BH,fam_3820890d5597,sg_62dd7f347466,BASALT,TRAIN,family_fam_3820890d5597
hsdp57,HSDP57,fam_f3b81b99450b,sg_62e673555d18,BASALT,TRAIN,family_fam_f3b81b99450b
vh41,VH41,fam_6553d61de565,sg_62fa5bdd6501,BASALT,TRAIN,family_fam_6553d61de565
ml286,ML286,fam_a8b6c5e75bf3,sg_6349140550b4,BASALT,TRAIN,series_ml
11d28a,11D28A,fam_1d38d2c1ab61,sg_650baf8e72e8,BASALT,TRAIN,family_fam_1d38d2c1ab61
hsdp96,HSDP96,fam_2edc425cdd6f,sg_66316c93cf5a,BASALT,TRAIN,family_fam_2edc425cdd6f
iahe3,IAHE3,fam_38ccb1242adc,sg_673e1b23afdb,BASALT,TRAIN,family_fam_38ccb1242adc
ml129,ML129,fam_7e3e4630475a,sg_676cf9f1874b,BASALT,TRAIN,series_ml
bir1ma,BIR1MA,fam_4f0c4747007e,sg_67b2e8fd5780,BASALT,TRAIN,family_fam_4f0c4747007e
bir1mb,BIR1MB,fam_4f0c4747007e,sg_67b2e8fd5780,BASALT,TRAIN,family_fam_4f0c4747007e
bir1md,BIR1MD,fam_4f0c4747007e,sg_67b2e8fd5780,BASALT,TRAIN,family_fam_4f0c4747007e
hsdp168,HSDP168,fam_2e699885154f,sg_67b819a3fab6,BASALT,TRAIN,family_fam_2e699885154f
50d45,50D45,fam_0a6ffe818686,sg_68040c9fb778,BASALT,TRAIN,family_fam_0a6ffe818686
ner1745,NER1745,fam_4d45d123f347,sg_68effc3dbe3a,BASALT,TRAIN,family_fam_4d45d123f347
ml80,ML80,fam_fc5d6e65edd1,sg_691d606c40cf,BASALT,TRAIN,series_ml
umass18313,UMASS18313,fam_8398e80d016b,sg_692921a86179,BASALT,TRAIN,family_fam_8398e80d016b
umass18310,UMASS18310,fam_8f4b085e39db,sg_6955b670ff43,BASALT,TRAIN,family_fam_8f4b085e39db
tt53103,TT53103,fam_8ab5f5e4744a,sg_696cc6640da3,BASALT,TRAIN,family_fam_8ab5f5e4744a
pbsgnp,PBSGNP,fam_340847911336,sg_6a23cf1db9b5,BASALT,TRAIN,family_fam_340847911336
65d42,65D42,fam_b11be6bd23bb,sg_6a74c5ca9af8,BASALT,TRAIN,family_fam_b11be6bd23bb
hsdp3001,HSDP3001,fam_2322c4921980,sg_6adde3b446c0,BASALT,TRAIN,family_fam_2322c4921980
47d28,47D28,fam_2f85743f3db4,sg_6bbf58ea4b6e,BASALT,TRAIN,family_fam_2f85743f3db4
hsdp341ba,HSDP341BA,fam_d0f1b1144fe4,sg_6cfd1ef6c3c2,BASALT,TRAIN,family_fam_d0f1b1144fe4
kv036,KV036,fam_c532404f561b,sg_6d2e2971ea90,BASALT,TRAIN,family_fam_c532404f561b
ml66,ML66,fam_f8a521c718d3,sg_6d45a8d67b50,BASALT,TRAIN,series_ml
hsdp45a,HSDP45A,fam_f02d088de3d8,sg_6d5a24a4d4c8,BASALT,TRAIN,family_fam_f02d088de3d8
28d18,28D18,fam_9cbb275ff904,sg_6db8025b2701,BASALT,TRAIN,family_fam_9cbb275ff904
dnc1ma,DNC1MA,fam_cd9f3289fdcd,sg_6e00af527f17,BASALT,TRAIN,family_fam_cd9f3289fdcd
dnc1mb,DNC1MB,fam_cd9f3289fdcd,sg_6e00af527f17,BASALT,TRAIN,family_fam_cd9f3289fdcd
dnc1mc,DNC1MC,fam_cd9f3289fdcd,sg_6e00af527f17,BASALT,TRAIN,family_fam_cd9f3289fdcd
dnc1md,DNC1MD,fam_cd9f3289fdcd,sg_6e00af527f17,BASALT,TRAIN,family_fam_cd9f3289fdcd
19d18,19D18,fam_b8090f7a12a4,sg_6e7c3070ca69,BASALT,TRAIN,family_fam_b8090f7a12a4
iah3,IAH3,fam_e3376e23f39e,sg_6e82f97be1fa,BASALT,TRAIN,family_fam_e3376e23f39e
ow9911,OW9911,fam_9f4a93774077,sg_6ec094fb70d4,BASALT,TRAIN,family_fam_9f4a93774077
sk172,SK172,fam_30ec3275ebf5,sg_6f85d2e76119,BASALT,TRAIN,family_fam_30ec3275ebf5
rsh1,RSH1,fam_e4364229a14d,sg_700c983f6320,BASALT,TRAIN,family_fam_e4364229a14d
sk203,SK203,fam_3cb7426cb459,sg_704db5eb7908,BASALT,TRAIN,family_fam_3cb7426cb459
72d34,72D34,fam_ad76e61bdb43,sg_70745ca07f29,BASALT,TRAIN,family_fam_ad76e61bdb43
rwv2,RWV2,fam_2a0ae9f9b7b3,sg_709a49f6cbf3,BASALT,TRAIN,family_fam_2a0ae9f9b7b3
hsdp82,HSDP82,fam_f125326dcc72,sg_711fd217cc7e,BASALT,TRAIN,family_fam_f125326dcc72
umass1854,UMASS1854,fam_7e071522bd3a,sg_71264b6990c2,BASALT,TRAIN,family_fam_7e071522bd3a
sk177,SK177,fam_fa508f9aa93d,sg_717ec695c62e,BASALT,TRAIN,family_fam_fa508f9aa93d
51d5,51D5,fam_439211464cfd,sg_71bfd96cb7db,BASALT,TRAIN,family_fam_439211464cfd
rhr2,RHR2,fam_557466c2b58f,sg_722b46a51bdc,BASALT,TRAIN,family_fam_557466c2b58f
hu01,HU01,fam_d250fcd0cf4f,sg_72824b97286e,BASALT,TRAIN,family_fam_d250fcd0cf4f
17d24,17D24,fam_35afa58c86e3,sg_73a168feeee4,BASALT,TRAIN,family_fam_35afa58c86e3
rgc2,RGC2,fam_1c090fe8e17b,sg_742d6765ec73,BASALT,TRAIN,family_fam_1c090fe8e17b
rhr1,RHR1,fam_cf2292a0c6eb,sg_746a60d96124,BASALT,TRAIN,family_fam_cf2292a0c6eb
209m,209M,fam_132ecb98d031,sg_747853015bbb,BASALT,TRAIN,family_fam_132ecb98d031
48d0a,48D0A,fam_da0345129d92,sg_753ba183c2e2,BASALT,TRAIN,family_fam_da0345129d92
hsdp105a,HSDP105A,fam_b8d58c377aa4,sg_755877d51c12,BASALT,TRAIN,family_fam_b8d58c377aa4
hsdp105b,HSDP105B,fam_b8d58c377aa4,sg_755877d51c12,BASALT,TRAIN,family_fam_b8d58c377aa4
r55,R55,fam_bb47adc41e84,sg_758a70a7e5e3,BASALT,TRAIN,family_fam_bb47adc41e84
37d11,37D11,fam_4f8639261055,sg_75b5d6ef53dd,BASALT,TRAIN,family_fam_4f8639261055
umass18413,UMASS18413,fam_0fb9e85505f7,sg_764a68220601,BASALT,TRAIN,family_fam_0fb9e85505f7
hsdp292a,HSDP292A,fam_8c0e03f2fdea,sg_76f1377749ea,BASALT,TRAIN,family_fam_8c0e03f2fdea
iahg9,IAHG9,fam_d2cc73a56d90,sg_7713b0ce7708,BASALT,TRAIN,family_fam_d2cc73a56d90
expl,EXPL,fam_09aa4f217446,sg_7733954319c8,BASALT,TRAIN,family_fam_09aa4f217446
hsdp6,HSDP6,fam_89a91b19218d,sg_778f4edcd47c,BASALT,TRAIN,family_fam_89a91b19218d
hsdp6a,HSDP6A,fam_89a91b19218d,sg_778f4edcd47c,BASALT,TRAIN,family_fam_89a91b19218d
17d9,17D9,fam_ba4aab6369b7,sg_78267b53d10e,BASALT,TRAIN,family_fam_ba4aab6369b7
w22,W22,fam_fd4fdb8e9a85,sg_793574538087,BASALT,TRAIN,family_fam_fd4fdb8e9a85
hsdp32,HSDP32,fam_3c382c34dc5d,sg_7955ee8434c3,BASALT,TRAIN,family_fam_3c382c34dc5d
hsdp32a,HSDP32A,fam_3c382c34dc5d,sg_7955ee8434c3,BASALT,TRAIN,family_fam_3c382c34dc5d
36d10,36D10,fam_bff674ead0a7,sg_79f41379ff8f,BASALT,TRAIN,family_fam_bff674ead0a7
hv0215,HV0215,fam_990fafa5d0f3,sg_7a80800a845c,BASALT,TRAIN,family_fam_990fafa5d0f3
w23,W23,fam_571a1af6f5ad,sg_7bb83c0286e4,BASALT,TRAIN,family_fam_571a1af6f5ad
w4,W4,fam_65fe0fa36859,sg_7c5c3c907b98,BASALT,TRAIN,family_fam_65fe0fa36859
j98136,J98136,fam_08e1b0677640,sg_7cf76c61fea0,BASALT,TRAIN,family_fam_08e1b0677640
ner28,NER28,fam_e299456cfb0f,sg_7d31683b9c5a,BASALT,TRAIN,family_fam_e299456cfb0f
ner265,NER265,fam_b1625c2ac694,sg_7f5d4b4659e9,BASALT,TRAIN,family_fam_b1625c2ac694
39d4,39D4,fam_8fb54832dc84,sg_7f85420a779a,BASALT,TRAIN,family_fam_8fb54832dc84
frt8428,FRT8428,fam_27fa1726a055,sg_81b41122f6cb,BASALT,TRAIN,family_fam_27fa1726a055
iahg10,IAHG10,fam_7a8dfb92ab00,sg_825e181495aa,BASALT,TRAIN,family_fam_7a8dfb92ab00
sw95,SW95,fam_253ce2c81d9d,sg_83650f209db5,BASALT,TRAIN,family_fam_253ce2c81d9d
hsdp171a,HSDP171A,fam_3e2d0a5e07b1,sg_836f917fe8de,BASALT,TRAIN,family_fam_3e2d0a5e07b1
37d14,37D14,fam_ad8f2add7c93,sg_8372fb5f4f84,BASALT,TRAIN,family_fam_ad8f2add7c93
hsdp335a,HSDP335A,fam_62f2d7f58446,sg_8440869c959f,BASALT,TRAIN,family_fam_62f2d7f58446
hsdp335aa,HSDP335AA,fam_62f2d7f58446,sg_8440869c959f,BASALT,TRAIN,family_fam_62f2d7f58446
hsdp59,HSDP59,fam_8ea6ade15155,sg_844488050580,BASALT,TRAIN,family_fam_8ea6ade15155
65d55,65D55,fam_4b3a897fa658,sg_84635b30b92d,BASALT,TRAIN,family_fam_4b3a897fa658
hsdp234,HSDP234,fam_758678bfa1bf,sg_846f27081383,BASALT,TRAIN,family_fam_758678bfa1bf
78d7,78D7,fam_89926b6dd942,sg_850536870b36,BASALT,TRAIN,family_fam_89926b6dd942
hsdp321a,HSDP321A,fam_42df489039b8,sg_8524b8db1c50,BASALT,TRAIN,family_fam_42df489039b8
hsdp42,HSDP42,fam_c3d574ca139b,sg_868376fa550b,BASALT,TRAIN,family_fam_c3d574ca139b
hsdp42a,HSDP42A,fam_c3d574ca139b,sg_868376fa550b,BASALT,TRAIN,family_fam_c3d574ca139b
iahg11,IAHG11,fam_7ba35751e2d1,sg_86ea9a85cf53,BASALT,TRAIN,family_fam_7ba35751e2d1
33d11,33D11,fam_3546fc72408f,sg_87784a3bbec7,BASALT,TRAIN,family_fam_3546fc72408f
umass1825,UMASS1825,fam_920bd3dfc7c6,sg_88328169dd2d,BASALT,TRAIN,family_fam_920bd3dfc7c6
ldm109,LDM109,fam_d6a66c54917f,sg_88378b119f91,BASALT,TRAIN,family_fam_d6a66c54917f
vh200p,VH200P,fam_db0d724b6f68,sg_894337947afe,BASALT,TRAIN,family_fam_db0d724b6f68
sk146,SK146,fam_af59d41bcc37,sg_894bb37c4bb2,BASALT,TRAIN,family_fam_af59d41bcc37
hsdp209,HSDP209,fam_885576f20b38,sg_89f7cb266fdf,BASALT,TRAIN,family_fam_885576f20b38
iah218,IAH218,fam_181a11b0a67d,sg_8b3185c5cef4,BASALT,TRAIN,family_fam_181a11b0a67d
ner1115,NER1115,fam_ff2348fe64d5,sg_8ba89f16722c,BASALT,TRAIN,family_fam_ff2348fe64d5
rsl7,RSL7,fam_3a09558a90bd,sg_8bfeefb8fff3,BASALT,TRAIN,family_fam_3a09558a90bd
hsdp11,HSDP11,fam_96e163ba909d,sg_8c865fbff265,BASALT,TRAIN,family_fam_96e163ba909d
hsdp11a,HSDP11A,fam_96e163ba909d,sg_8c865fbff265,BASALT,TRAIN,family_fam_96e163ba909d
w21,W21,fam_af6ae804b491,sg_8cabd1ae3e86,BASALT,TRAIN,family_fam_af6ae804b491
rwv4,RWV4,fam_01514d90092b,sg_8ce2192c8a72,BASALT,TRAIN,family_fam_01514d90092b
whks0305,WHKS0305,fam_78494f0715d7,sg_8d698bb8339b,BASALT,TRAIN,family_fam_78494f0715d7
r269,R269,fam_2c5149e216ff,sg_8d6cee89f390,BASALT,TRAIN,family_fam_2c5149e216ff
iahcs1,IAHCS1,fam_85da0dd0ff3a,sg_8d6f4a08c8c6,BASALT,TRAIN,family_fam_85da0dd0ff3a
hsdp124a,HSDP124A,fam_3cb8c982eb68,sg_8dd4221aad7b,BASALT,TRAIN,family_fam_3cb8c982eb68
rec9,REC9,fam_f04eb949bc61,sg_8e2970bd6df9,BASALT,TRAIN,family_fam_f04eb949bc61
w10,W10,fam_513ab39fca23,sg_8e29bc7a5f02,BASALT,TRAIN,family_fam_513ab39fca23
1d30,1D30,fam_8d7a95664327,sg_8e47a5cba8da,BASALT,TRAIN,family_fam_8d7a95664327
hsdp151a,HSDP151A,fam_6e64b43cfcd6,sg_8e6768ca9fd1,BASALT,TRAIN,family_fam_6e64b43cfcd6
rpf2,RPF2,fam_16942302bf45,sg_8ea0f202646b,BASALT,TRAIN,family_fam_16942302bf45
hsdp75,HSDP75,fam_64801ff1129f,sg_8ec901d35c48,BASALT,TRAIN,family_fam_64801ff1129f
rpo1,RPO1,fam_349dc8734965,sg_8f592bb6f1ad,BASALT,TRAIN,family_fam_349dc8734965
30d15,30D15,fam_076f20d89329,sg_9010089525fc,BASALT,TRAIN,family_fam_076f20d89329
iah2,IAH2,fam_ecc2090b67ff,sg_907a9ea4aeac,BASALT,TRAIN,family_fam_ecc2090b67ff
hsdp136a,HSDP136A,fam_a3b1463f454b,sg_909fa028f984,BASALT,TRAIN,family_fam_a3b1463f454b
w17,W17,fam_5c93e9c9687f,sg_90ca8098d0a1,BASALT,TRAIN,family_fam_5c93e9c9687f
28d27,28D27,fam_26ef51c7d508,sg_91b855d6e3c0,BASALT,TRAIN,family_fam_26ef51c7d508
hsdp60,HSDP60,fam_8ffad55b6a8c,sg_92246d51b50c,BASALT,TRAIN,family_fam_8ffad55b6a8c
hsdp60a,HSDP60A,fam_8ffad55b6a8c,sg_92246d51b50c,BASALT,TRAIN,family_fam_8ffad55b6a8c
33d19,33D19,fam_326df69be0d8,sg_927f1ae9923f,BASALT,TRAIN,family_fam_326df69be0d8
hsdp263a,HSDP263A,fam_9e37797382b8,sg_92c1d1e288e1,BASALT,TRAIN,family_fam_9e37797382b8
hsdp345,HSDP345,fam_c7f2bd325d49,sg_92c41d4e5e6a,BASALT,TRAIN,family_fam_c7f2bd325d49
ner321,NER321,fam_6878e6450ce9,sg_92cab9fba613,BASALT,TRAIN,family_fam_6878e6450ce9
17d11,17D11,fam_e2ce0a86a98d,sg_92dc54f20e09,BASALT,TRAIN,family_fam_e2ce0a86a98d
iahe9,IAHE9,fam_4ae731eef969,sg_936d48008930,BASALT,TRAIN,family_fam_4ae731eef969
hsdp232,HSDP232,fam_0a38b527c92c,sg_94d6abf14bc2,BASALT,TRAIN,family_fam_0a38b527c92c
umass18315,UMASS18315,fam_a27b32860bbb,sg_9578ce478be5,BASALT,TRAIN,family_fam_a27b32860bbb
hsdp144a,HSDP144A,fam_cd125ecd653e,sg_95a324fd79c5,BASALT,TRAIN,family_fam_cd125ecd653e
ner157,NER157,fam_5346b2ee0560,sg_95d3c3b909c2,BASALT,TRAIN,family_fam_5346b2ee0560
sk178,SK178,fam_263d05c8c6c5,sg_95f4c92b8086,BASALT,TRAIN,family_fam_263d05c8c6c5
ml37,ML37,fam_7fa1ee24dfce,sg_960e4d79b71e,BASALT,TRAIN,series_ml
w2r,W2R,fam_ec381a00345e,sg_963301c0ea10,BASALT,TRAIN,family_fam_ec381a00345e
hsdp126,HSDP126,fam_1c45f8d5001e,sg_96e3c4523587,BASALT,TRAIN,family_fam_1c45f8d5001e
213m,213M,fam_9033b3f8c9d1,sg_96f7ca1b9e88,BASALT,TRAIN,family_fam_9033b3f8c9d1
umass1857a,UMASS1857A,fam_116510dbf794,sg_974264fe5ded,BASALT,TRAIN,family_fam_116510dbf794
vh99po,VH99PO,fam_aaf9c93a347c,sg_9819ba687402,BASALT,TRAIN,family_fam_aaf9c93a347c
hsdp336h,HSDP336H,fam_8d9237fb40cc,sg_9869f519adfb,BASALT,TRAIN,family_fam_8d9237fb40cc
68d19,68D19,fam_c7bf7a1c511f,sg_98a66da73000,BASALT,TRAIN,family_fam_c7bf7a1c511f
sk224,SK224,fam_6688bb4a644c,sg_98e76d224fcd,BASALT,TRAIN,family_fam_6688bb4a644c
w5,W5,fam_93a28c3966d6,sg_98f7e59016e4,BASALT,TRAIN,family_fam_93a28c3966d6
hsdp36,HSDP36,fam_a700e91f008f,sg_9923c41e1400,BASALT,TRAIN,family_fam_a700e91f008f
hsdp36a,HSDP36A,fam_a700e91f008f,sg_9923c41e1400,BASALT,TRAIN,family_fam_a700e91f008f
iah8,IAH8,fam_68ad72831c58,sg_995ca474588a,BASALT,TRAIN,family_fam_68ad72831c58
81d4,81D4,fam_e42024238911,sg_997282e3beb2,BASALT,TRAIN,family_fam_e42024238911
iah344,IAH344,fam_c4575e5c9953,sg_9a19b2127577,BASALT,TRAIN,family_fam_c4575e5c9953
mg5a,MG5A,fam_321c8839689a,sg_9a250e42966c,BASALT,TRAIN,family_fam_321c8839689a
hsdp195a,HSDP195A,fam_58cfb1c954c2,sg_9a4f28242cc1,BASALT,TRAIN,family_fam_58cfb1c954c2
vh52,VH52,fam_9184b3b26f4e,sg_9a6bb2773203,BASALT,TRAIN,family_fam_9184b3b26f4e
hu02,HU02,fam_6047081ffb7d,sg_9a87f1bea5e0,BASALT,TRAIN,family_fam_6047081ffb7d
37d40,37D40,fam_c24696971957,sg_9b03816401eb,BASALT,TRAIN,family_fam_c24696971957
hsdp129,HSDP129,fam_c23abf88e47a,sg_9bd2c8b4acb8,BASALT,TRAIN,family_fam_c23abf88e47a
j98134,J98134,fam_3e5da9d5acd6,sg_9c0c9ba8b750,BASALT,TRAIN,family_fam_3e5da9d5acd6
hsdp193,HSDP193,fam_ee0334235102,sg_9c25463b4902,BASALT,TRAIN,family_fam_ee0334235102
vh43,VH43,fam_07316346564a,sg_9c681f42e501,BASALT,TRAIN,family_fam_07316346564a
18d10,18D10,fam_ff6d57bc3d68,sg_9cb0a7c75b14,BASALT,TRAIN,family_fam_ff6d57bc3d68
iahc1,IAHC1,fam_eb1e460ac9e8,sg_9cdd41854645,BASALT,TRAIN,family_fam_eb1e460ac9e8
ml269,ML269,fam_54f04398eb6a,sg_9cfd0dcfb192,BASALT,TRAIN,series_ml
41d3,41D3,fam_c86905b227b5,sg_9d2b70df227c,BASALT,TRAIN,family_fam_c86905b227b5
33d15,33D15,fam_e4c4bfbf371d,sg_9ed76ef028fe,BASALT,TRAIN,family_fam_e4c4bfbf371d
ml81,ML81,fam_e4ab56f44dbd,sg_9edd957e53fb,BASALT,TRAIN,series_ml
47d14,47D14,fam_adeb11f25df7,sg_a04ced7c9ee8,BASALT,TRAIN,family_fam_adeb11f25df7
rtb1,RTB1,fam_6dc261188238,sg_a1196e6e31b1,BASALT,TRAIN,family_fam_6dc261188238
stbk0306,STBK0306,fam_e66a98a1767b,sg_a19efc83313f,BASALT,TRAIN,family_fam_e66a98a1767b
ner309,NER309,fam_d91b209dcc84,sg_a1ba3f84f893,BASALT,TRAIN,family_fam_d91b209dcc84
