material_idx,material_id,material_name,family_id,family_size,family_basis,series_id,series_size,category,major_oxide_sum_wt_percent,major_oxide_sum_rounded,major_oxide_fields_reported,major_oxide_closure_threshold,major_oxide_closure_excluded,stress_group,exclusion_reason,primary_include,cohort,complete_all10_unqualified,ood_score,radial_score,nearest_selection_train_distance,has_3mj,has_4mj,has_5mj,has_7mj,has_9mj
562,cvg2bc,CVG2BC,fam_709ca3c7fcf8,1,singleton,family_fam_709ca3c7fcf8,1,other,100.05,100.05,10,105.0,False,,,True,D_CORE,True,,,,False,True,False,False,False
563,cvg2bh,CVG2BH,fam_4f45bf54964f,1,singleton,family_fam_4f45bf54964f,1,other,99.90000000000002,99.9,10,105.0,False,,,True,D_CORE,True,0.5688487305306044,0.4209265577062682,0.0,True,True,True,False,False
564,d105064,D105064,fam_f4ef9536a9c7,1,singleton,family_fam_f4ef9536a9c7,1,other,52.230000000000004,52.23,3,105.0,False,,,True,D_CORE,False,,,,True,True,True,False,False
565,d108796,D108796,fam_739e456f772b,1,singleton,family_fam_739e456f772b,1,other,71.1,71.1,8,105.0,False,,,True,D_CORE,False,,,,True,True,True,False,False
566,d115089,D115089,fam_d1c8550722c9,1,singleton,family_fam_d1c8550722c9,1,other,71.6,71.6,8,105.0,False,,,True,D_CORE,False,,,,True,True,True,False,False
567,dama2,DAMA2,fam_e540bb5bc1f5,1,singleton,family_fam_e540bb5bc1f5,1,other,99.47000000000001,99.47,10,105.0,False,,,True,D_CORE,True,1.20585810825252,0.9703793091534717,0.0,True,True,True,False,False
568,dama4,DAMA4,fam_c7f87343eb23,1,singleton,family_fam_c7f87343eb23,1,other,99.56,99.56,10,105.0,False,,,True,D_CORE,True,1.0156875808758437,0.8452851194248487,0.0,True,True,True,False,False
569,dama7,DAMA7,fam_00082227c99f,1,singleton,family_fam_00082227c99f,1,other,99.61,99.61,10,105.0,False,,,True,D_CORE,True,1.1447118569054684,0.9362476884880013,0.0,True,True,True,False,False
570,dc42465,DC42465,fam_3006be0bbc9d,1,singleton,family_fam_3006be0bbc9d,1,other,99.49,99.49,10,105.0,False,,,True,D_CORE,True,0.5435545062243848,0.3672884747017126,0.0,True,True,True,False,False
571,dc82576,DC82576,fam_330f19d8cd47,1,singleton,family_fam_330f19d8cd47,1,other,99.65000000000002,99.65,10,105.0,False,,,True,D_CORE,True,0.5480386779614528,0.3708626201763387,0.0,True,True,True,False,False
572,dh210,DH210,fam_21e5f6f59283,1,singleton,family_fam_21e5f6f59283,1,other,100.75999999999999,100.76,9,105.0,False,,,True,D_CORE,False,,,,True,True,True,False,False
573,dh4911,DH4911,fam_8385a3730466,1,singleton,family_fam_8385a3730466,1,other,99.47,99.47,9,105.0,False,,,True,D_CORE,False,,,,True,False,True,True,True
574,dkm1190,DKM1190,fam_d8c2dcbca31d,1,singleton,family_fam_d8c2dcbca31d,1,other,95.78,95.78,10,105.0,False,,,True,D_CORE,False,,,,True,True,True,False,False
575,dkm1390,DKM1390,fam_32b13c5eb9a9,1,singleton,family_fam_32b13c5eb9a9,1,other,97.07,97.07,10,105.0,False,,,True,D_CORE,True,0.7763661382113893,0.5768134545925924,0.0,True,True,True,False,False
576,dkm1490,DKM1490,fam_ce2e62657873,1,singleton,family_fam_ce2e62657873,1,other,94.91000000000001,94.91,10,105.0,False,,,True,V_IN,True,0.7224085770090951,0.5051834308245321,0.41355840996627524,True,True,True,False,False
577,dkm1590,DKM1590,fam_e266398bc95b,1,singleton,family_fam_e266398bc95b,1,other,96.41999999999999,96.42,10,105.0,False,,,True,T_IN,True,0.7598314223876805,0.5979636705587245,0.5308687202425729,True,True,True,False,False
578,dkm1790,DKM1790,fam_3eb0c9ee245f,1,singleton,family_fam_3eb0c9ee245f,1,other,95.55,95.55,10,105.0,False,,,True,D_CORE,True,0.6889426645932817,0.5074282451468065,0.0,True,True,True,False,False
579,dkm1890,DKM1890,fam_44e5a8f50bbf,1,singleton,family_fam_44e5a8f50bbf,1,other,98.60000000000001,98.6,10,105.0,False,,,True,D_CORE,True,0.7189711770969378,0.5444961894461688,0.0,True,True,True,False,False
580,dkm2190,DKM2190,fam_ffdf795ab680,1,singleton,family_fam_ffdf795ab680,1,other,99.01999999999998,99.02,10,105.0,False,,,True,D_CORE,True,0.7534804111044814,0.5608591571823653,0.0,True,True,True,False,False
581,dkm2290,DKM2290,fam_522e2abcf3e4,1,singleton,family_fam_522e2abcf3e4,1,other,94.76000000000003,94.76,10,105.0,False,,,True,A_SEEN_TEST,True,0.7483901013448189,0.534351162806437,0.0,True,True,True,False,False
582,dkm2390,DKM2390,fam_d9d6cedd79c0,1,singleton,family_fam_d9d6cedd79c0,1,other,99.42000000000002,99.42,10,105.0,False,,,True,V_IN,True,0.8080515699639563,0.6149615747259971,0.41506529184287616,True,True,True,False,False
583,dkm2990,DKM2990,fam_53f94510334f,1,singleton,family_fam_53f94510334f,1,other,95.71,95.71,10,105.0,False,,,True,D_CORE,True,1.1342622604366093,0.7288536699009583,0.0,True,True,True,False,False
584,dkm3090,DKM3090,fam_872f35996467,1,singleton,family_fam_872f35996467,1,other,98.75,98.75,10,105.0,False,,,True,D_CORE,True,0.7993266940639426,0.6154500649212994,0.0,True,True,True,False,False
585,dkm3290,DKM3290,fam_e373ec8cdf0d,1,singleton,family_fam_e373ec8cdf0d,1,other,98.69,98.69,10,105.0,False,,,True,V_IN,True,0.6230351009928028,0.49261576712177335,0.40626202435374087,True,True,True,False,False
586,dkm390,DKM390,fam_bb1c03f4851d,1,singleton,family_fam_bb1c03f4851d,1,other,95.54000000000002,95.54,10,105.0,False,,,True,V_IN,True,0.6437239450304708,0.5185148027065202,0.5037711205371309,True,True,True,False,False
587,dl9,DL9,fam_67871e0fd737,1,singleton,family_fam_67871e0fd737,1,other,98.64000000000001,98.64,9,105.0,False,,,True,D_CORE,False,,,,True,True,True,False,False
588,dnc1,DNC1,fam_cd9f3289fdcd,6,name_alias+exact_chemistry,family_fam_cd9f3289fdcd,6,other,91.72,91.72,10,105.0,False,,,True,T_IN,True,0.9321586747761907,0.6667276766527089,0.8388948977236883,True,True,True,False,False
589,dnc1a,DNC1A,fam_cd9f3289fdcd,6,name_alias+exact_chemistry,family_fam_cd9f3289fdcd,6,other,91.72,91.72,10,105.0,False,,,True,T_IN,True,0.9321586747761907,0.6667276766527089,0.8388948977236883,True,True,True,False,False
590,dnc1ma,DNC1MA,fam_cd9f3289fdcd,6,name_alias+exact_chemistry,family_fam_cd9f3289fdcd,6,other,91.72,91.72,10,105.0,False,,,True,T_IN,True,0.9321586747761907,0.6667276766527089,0.8388948977236883,True,True,True,False,False
591,dnc1mb,DNC1MB,fam_cd9f3289fdcd,6,name_alias+exact_chemistry,family_fam_cd9f3289fdcd,6,other,91.72,91.72,10,105.0,False,,,True,T_IN,True,0.9321586747761907,0.6667276766527089,0.8388948977236883,True,True,True,False,False
592,dnc1mc,DNC1MC,fam_cd9f3289fdcd,6,name_alias+exact_chemistry,family_fam_cd9f3289fdcd,6,other,91.72,91.72,10,105.0,False,,,True,T_IN,True,0.9321586747761907,0.6667276766527089,0.8388948977236883,True,True,True,False,False
593,dnc1md,DNC1MD,fam_cd9f3289fdcd,6,name_alias+exact_chemistry,family_fam_cd9f3289fdcd,6,other,91.72,91.72,10,105.0,False,,,True,T_IN,True,0.9321586747761907,0.6667276766527089,0.8388948977236883,True,True,True,False,False
594,drn,DRN,fam_14fa3f233594,1,singleton,family_fam_14fa3f233594,1,other,91.78000000000002,91.78,10,105.0,False,,,True,T_IN,True,0.7346778235559027,0.48029848634742334,0.7056017502022541,True,True,True,False,False
595,dt16,DT16,fam_ee8f3c3a521b,1,singleton,family_fam_ee8f3c3a521b,1,other,99.79999999999998,99.8,10,105.0,False,,,True,D_CORE,True,,,,True,False,True,True,True
596,dt20,DT20,fam_25251f702e56,1,singleton,family_fam_25251f702e56,1,other,99.48000000000002,99.48,10,105.0,False,,,True,D_CORE,True,,,,True,False,True,True,True
597,dt34290,DT34290,fam_96208731122d,1,singleton,family_fam_96208731122d,1,other,99.65999999999998,99.66,10,105.0,False,,,True,D_CORE,True,1.1459680646380992,0.8704971997588273,0.0,True,True,True,False,False
598,dt4053,DT4053,fam_d190be6f163a,1,singleton,family_fam_d190be6f163a,1,other,99.5,99.5,10,105.0,False,,,True,D_CORE,True,,,,True,False,True,True,True
599,e131709,E131709,fam_383eabe10aa9,1,singleton,family_fam_383eabe10aa9,1,other,99.85000000000001,99.85,4,105.0,False,,,True,D_CORE,False,,,,True,True,True,False,False
600,ep3156,EP3156,fam_9bffb7151471,1,singleton,family_fam_9bffb7151471,1,other,99.11000000000001,99.11,10,105.0,False,,,True,D_CORE,True,,,,True,False,True,True,True
601,expl,EXPL,fam_09aa4f217446,1,singleton,family_fam_09aa4f217446,1,other,99.45000000000003,99.45,10,105.0,False,,,True,V_IN,True,0.6610217031248548,0.43663079938696314,0.13079250898115122,True,True,True,False,False
602,f133711,F133711,fam_50d9e2123374,1,singleton,family_fam_50d9e2123374,1,other,65.53999999999998,65.54,8,105.0,False,,,True,D_CORE,False,,,,True,True,True,False,False
603,fa32,FA32,fam_7d06fbdb3303,1,singleton,family_fam_7d06fbdb3303,1,other,89.08999999999999,89.09,9,105.0,False,,,True,D_CORE,True,,,,True,True,False,False,False
604,fa33,FA33,fam_b915ecd4564d,1,singleton,family_fam_b915ecd4564d,1,other,88.64,88.64,9,105.0,False,,,True,A_SEEN_TEST,True,1.1169356447083616,0.7917695579103343,0.0,True,True,True,False,False
605,ferrinatrite,FERRINATRITE,fam_fc56403e027f,1,singleton,family_fam_fc56403e027f,1,other,81.44999999999999,81.45,10,105.0,False,,,True,D_CORE,False,,,,True,True,True,False,False
606,fr11,FR11,fam_859382c5f850,1,singleton,family_fam_859382c5f850,1,other,100.18,100.18,9,105.0,False,,,True,D_CORE,False,,,,True,True,True,False,False
607,fr12,FR12,fam_20f9f0db13dd,1,singleton,family_fam_20f9f0db13dd,1,other,97.55999999999999,97.56,9,105.0,False,,,True,D_CORE,False,,,,True,True,True,False,False
608,frt8428,FRT8428,fam_27fa1726a055,1,singleton,family_fam_27fa1726a055,1,other,99.86999999999999,99.87,10,105.0,False,,,True,D_CORE,True,0.5317008993175667,0.3523931544051735,0.0,True,True,True,False,False
609,frt8447,FRT8447,fam_ab3eb3d7fe2f,1,singleton,family_fam_ab3eb3d7fe2f,1,other,99.98000000000002,99.98,10,105.0,False,,,True,D_CORE,True,0.5158191663703735,0.3483597789215754,0.0,True,True,True,False,False
610,frt8459,FRT8459,fam_5d58d4f7a4d8,1,singleton,family_fam_5d58d4f7a4d8,1,other,100.06,100.06,10,105.0,False,,,True,A_SHOT_VAL,True,0.5371802957896963,0.35915043377415196,0.0,True,True,True,False,False
611,frt8470,FRT8470,fam_70e2a04b2784,1,singleton,family_fam_70e2a04b2784,1,other,100.33000000000001,100.33,10,105.0,False,,,True,D_CORE,True,0.5265889650126825,0.34620534658505536,0.0,True,True,True,False,False
612,g10mt,G10MT,fam_9e60f292e265,1,singleton,family_fam_9e60f292e265,1,other,96.17999999999999,96.18,10,105.0,False,,,True,D_CORE,True,0.9328362182846959,0.6357374383821578,0.0,True,True,True,False,False
613,g11mt,G11MT,fam_dab82f2fb0ab,1,singleton,family_fam_dab82f2fb0ab,1,other,95.27,95.27,10,105.0,False,,,True,D_CORE,True,0.8426395645107148,0.5913614536268798,0.0,True,True,True,False,False
614,g12mt,G12MT,fam_174b14f13ae8,1,singleton,family_fam_174b14f13ae8,1,other,96.58999999999999,96.59,10,105.0,False,,,True,D_CORE,True,0.968843141927819,0.6444631986535743,0.0,True,True,True,False,False
615,g13mt,G13MT,fam_98e0aed2d607,1,singleton,family_fam_98e0aed2d607,1,other,96.03999999999999,96.04,10,105.0,False,,,True,D_CORE,True,0.9984752326829336,0.6764763044127728,0.0,True,True,True,False,False
616,g14mt,G14MT,fam_50bcf8707c2c,1,singleton,family_fam_50bcf8707c2c,1,other,98.42,98.42,10,105.0,False,,,True,A_SHOT_VAL,True,0.8106974406333651,0.5766027560076585,0.0,True,True,True,False,False
617,g15mt,G15MT,fam_72c41892e9fa,1,singleton,family_fam_72c41892e9fa,1,other,94.91,94.91,10,105.0,False,,,True,T_IN,True,0.7923465925922102,0.5851608525747551,0.21958037249575676,True,True,True,False,False
618,g16mt,G16MT,fam_a2fc73294588,1,singleton,family_fam_a2fc73294588,1,other,97.38000000000001,97.38,10,105.0,False,,,True,D_CORE,True,0.8044356072543013,0.5759392144747498,0.0,True,True,True,False,False
619,g17mt,G17MT,fam_99bce1ffe935,1,singleton,family_fam_99bce1ffe935,1,other,97.18,97.18,10,105.0,False,,,True,T_IN,True,0.6579924561195509,0.49098692380466924,0.3878464282639481,True,True,True,False,False
620,g1822,G1822,fam_4b1a5a35156a,1,singleton,family_fam_4b1a5a35156a,1,other,99.91,99.91,10,105.0,False,,,True,D_CORE,True,0.7849144228679699,0.582885690126267,0.0,True,True,True,False,False
621,g1847,G1847,fam_8da65d64e604,1,singleton,family_fam_8da65d64e604,1,other,100.28000000000002,100.28,10,105.0,False,,,True,D_CORE,True,0.8072454475923291,0.6007984374941615,0.0,True,True,True,False,False
622,g18mt,G18MT,fam_e060bb4cb4d1,1,singleton,family_fam_e060bb4cb4d1,1,other,97.88999999999999,97.89,10,105.0,False,,,True,D_CORE,True,0.5607172130288254,0.4456344453084164,0.0,True,True,True,False,False
623,g19mt,G19MT,fam_2691978976d0,1,singleton,family_fam_2691978976d0,1,other,97.14,97.14,10,105.0,False,,,True,D_CORE,True,0.7124224457743563,0.515708865001581,0.0,True,True,True,False,False
624,g1m,G1M,fam_719e6169e498,1,singleton,family_fam_719e6169e498,1,other,99.64000000000001,99.64,10,105.0,False,,,True,D_CORE,True,0.7792705918881175,0.6866229611595903,0.0,True,True,True,False,False
625,g1mt,G1MT,fam_862a506e79c9,1,singleton,family_fam_862a506e79c9,1,other,96.24000000000001,96.24,10,105.0,False,,,True,V_IN,True,0.7016103160815255,0.5161227728399893,0.378686252482088,True,True,True,False,False
626,g2,G2,fam_717cc7b6a412,2,name_alias,family_fam_717cc7b6a412,2,other,97.61,97.61,10,105.0,False,,,True,T_ALL5,True,0.9261471392766971,0.7719094137301866,0.6111475513104435,True,True,True,True,True
627,g20mt,G20MT,fam_7c2a92451b23,1,singleton,family_fam_7c2a92451b23,1,other,95.92999999999999,95.93,10,105.0,False,,,True,V_IN,True,0.6826560969849533,0.4985868098764701,0.2534436822598906,True,True,True,False,False
628,g21mt,G21MT,fam_724856978cb6,1,singleton,family_fam_724856978cb6,1,other,97.1,97.1,10,105.0,False,,,True,D_CORE,True,0.6881721324411116,0.49949820294736963,0.0,True,True,True,False,False
629,g22mt,G22MT,fam_548cb72738ce,1,singleton,family_fam_548cb72738ce,1,other,97.67,97.67,10,105.0,False,,,True,D_CORE,True,0.9851503338079537,0.6969063874860273,0.0,True,True,True,False,False
630,g23mt,G23MT,fam_989ac9150013,1,singleton,family_fam_989ac9150013,1,other,97.52000000000001,97.52,10,105.0,False,,,True,D_CORE,True,0.8784015526920337,0.6766540630707047,0.0,True,True,True,False,False
631,g24mt,G24MT,fam_47737022e8e1,1,singleton,family_fam_47737022e8e1,1,other,97.20999999999998,97.21,10,105.0,False,,,True,A_SEEN_TEST,True,0.7262825326834097,0.5520849458827621,0.0,True,True,True,False,False
632,g25mt,G25MT,fam_05056b24f088,1,singleton,family_fam_05056b24f088,1,other,97.08999999999997,97.09,10,105.0,False,,,True,D_CORE,True,0.6423899232889589,0.5117072784813061,0.0,True,True,True,False,False
633,g26mt,G26MT,fam_97f8fecfc05b,1,singleton,family_fam_97f8fecfc05b,1,other,96.68,96.68,10,105.0,False,,,True,D_CORE,True,0.672226401561651,0.48102446648102604,0.0,True,True,True,False,False
634,g27mt,G27MT,fam_9de6998b3310,1,singleton,family_fam_9de6998b3310,1,other,96.58000000000004,96.58,10,105.0,False,,,True,T_IN,True,0.6501121653753861,0.5182010675626082,0.4037103674431266,True,True,True,False,False
635,g28mt,G28MT,fam_a57959541989,1,singleton,family_fam_a57959541989,1,other,95.38,95.38,10,105.0,False,,,True,D_CORE,True,1.0436925325915871,0.7623392328991929,0.0,True,True,True,False,False
636,g2mt,G2MT,fam_717cc7b6a412,2,name_alias,family_fam_717cc7b6a412,2,other,96.03,96.03,10,105.0,False,,,True,T_ALL5,True,0.9361931184170695,0.6599734689865057,0.49928461038422856,True,True,True,False,False
637,g3014,G3014,fam_c7f0752a58b3,1,singleton,family_fam_c7f0752a58b3,1,other,99.91999999999999,99.92,10,105.0,False,,,True,D_CORE,True,0.9340325387798873,0.7600896766162232,0.0,True,True,True,False,False
638,g3mt,G3MT,fam_78bfc7d09cf5,1,singleton,family_fam_78bfc7d09cf5,1,other,96.75000000000001,96.75,10,105.0,False,,,True,T_IN,True,0.6860178538627894,0.5467025800134063,0.37120614160407184,True,True,True,False,False
639,g4mt,G4MT,fam_df5989759601,1,singleton,family_fam_df5989759601,1,other,96.45000000000002,96.45,10,105.0,False,,,True,A_SEEN_TEST,True,0.6864236099694787,0.5347271604968659,0.0,True,True,True,False,False
640,g5mt,G5MT,fam_6f0d47381e8c,1,singleton,family_fam_6f0d47381e8c,1,other,96.54000000000002,96.54,10,105.0,False,,,True,D_CORE,True,0.7408225086793716,0.5654123860270607,0.0,True,True,True,False,False
641,g6mt,G6MT,fam_d64f3f9f763a,1,singleton,family_fam_d64f3f9f763a,1,other,96.91000000000001,96.91,10,105.0,False,,,True,D_CORE,True,0.7009505438345458,0.552646045553849,0.0,True,True,True,False,False
642,g7mt,G7MT,fam_a29931fbe272,1,singleton,family_fam_a29931fbe272,1,other,96.62,96.62,10,105.0,False,,,True,D_CORE,True,0.7662118118042016,0.5724683603713522,0.0,True,True,True,False,False
643,g8mt,G8MT,fam_92ff5ec57177,1,singleton,family_fam_92ff5ec57177,1,other,95.48000000000002,95.48,10,105.0,False,,,True,D_CORE,True,0.6956777764764375,0.5583542374303501,0.0,True,True,True,False,False
644,g9mt,G9MT,fam_8e5105032496,1,singleton,family_fam_8e5105032496,1,other,97.0,97.0,10,105.0,False,,,True,D_CORE,True,0.7432285671765388,0.5721245811010817,0.0,True,True,True,False,False
645,gbw07104,GBW07104,fam_444baf137fb8,1,singleton,family_fam_444baf137fb8,1,other,95.2,95.2,10,105.0,False,,,True,D_CORE,True,,,,True,False,True,True,True
646,gbw07105,GBW07105,fam_f4571be996b8,1,singleton,family_fam_f4571be996b8,1,other,97.63999999999999,97.64,10,105.0,False,,,True,D_CORE,True,,,,True,False,True,True,True
647,gbw07109,GBW07109,fam_259ad56113ef,1,singleton,family_fam_259ad56113ef,1,other,95.54,95.54,10,105.0,False,,,True,A_SEEN_TEST,True,1.3839702534758844,1.0356759950436283,0.0,True,True,True,False,False
648,gbw07110,GBW07110,fam_7e8af8f64b59,1,singleton,family_fam_7e8af8f64b59,1,other,96.67000000000002,96.67,10,105.0,False,,,True,D_CORE,True,,,,True,False,True,True,True
649,gbw07113,GBW07113,fam_6a71ab85aae3,1,singleton,family_fam_6a71ab85aae3,1,other,98.18999999999998,98.19,10,105.0,False,,,True,T_ALL5,True,0.9332958042253717,0.7539396471561475,0.6435595711936045,True,True,True,True,True
650,gbw07216a,GBW07216A,fam_7e88be5054b6,1,singleton,family_fam_7e88be5054b6,1,other,53.72,53.72,10,105.0,False,,,True,D_CORE,False,,,,True,False,True,False,False
651,gbw07313,GBW07313,fam_807304c85805,1,singleton,family_fam_807304c85805,1,other,88.59,88.59,10,105.0,False,,,True,T_ALL5,True,0.738701787682229,0.49531045931025397,0.9215802777201888,True,True,True,True,True
652,gl1mt,GL1MT,fam_5525c043c10d,1,singleton,family_fam_5525c043c10d,1,other,97.1,97.1,10,105.0,False,,,True,A_SEEN_TEST,True,1.3076068684087085,0.9758802970540148,0.0,True,True,True,False,False
653,gl2mt,GL2MT,fam_f96f8bdda620,1,singleton,family_fam_f96f8bdda620,1,other,96.88,96.88,10,105.0,False,,,True,V_IN,True,0.9463621281814425,0.7312588763881052,0.7783096157428244,True,True,True,False,False
654,gl3mt,GL3MT,fam_be6018e62f90,1,singleton,family_fam_be6018e62f90,1,other,95.96,95.96,10,105.0,False,,,True,V_OOD,True,1.58839183441721,1.139500257314592,0.8734391203876617,True,True,True,False,False
655,gl4mt,GL4MT,fam_1ed480278882,1,singleton,family_fam_1ed480278882,1,other,94.97,94.97,10,105.0,False,,,True,V_OOD,True,2.0410949989402143,1.576920124794842,1.8809654223436736,True,True,True,False,False
656,gl5mt,GL5MT,fam_d1ff4aabeb7b,1,singleton,family_fam_d1ff4aabeb7b,1,other,95.2,95.2,10,105.0,False,,,True,T_OOD,True,1.875200586719394,1.3216979521474257,0.8099731259740268,True,True,True,False,False
657,gl6mt,GL6MT,fam_f8fa845261ca,1,singleton,family_fam_f8fa845261ca,1,other,98.26,98.26,9,105.0,False,,,True,D_CORE,True,1.0999869730234928,0.9183835052740202,0.0,True,True,True,False,False
658,gl7mt,GL7MT,fam_e38d7d83de92,1,singleton,family_fam_e38d7d83de92,1,other,97.77,97.77,10,105.0,False,,,True,D_CORE,True,0.9321599694911449,0.7853604133600915,0.0,True,True,True,False,False
659,grano,GRANO,fam_ffae4137db33,1,singleton,family_fam_ffae4137db33,1,other,99.39,99.39,10,105.0,False,,,True,A_SEEN_TEST,True,0.6963427804277951,0.5007480215924258,0.0,True,True,True,False,False
660,gsp1,GSP1,fam_813955f4763f,3,name_alias,family_fam_813955f4763f,3,other,96.54000000000002,96.54,10,105.0,False,,,True,T_ALL5,True,0.7011194904087936,0.5790060464055401,0.46586978968656273,True,True,True,True,True
661,gsp1mc,GSP1MC,fam_813955f4763f,3,name_alias+exact_chemistry,family_fam_813955f4763f,3,other,98.92,98.92,10,105.0,False,,,True,T_ALL5,True,0.6277604061297173,0.5119827627863984,0.2209968920587078,True,True,True,False,False
662,gsp1md,GSP1MD,fam_813955f4763f,3,name_alias+exact_chemistry,family_fam_813955f4763f,3,other,98.92,98.92,10,105.0,False,,,True,T_ALL5,True,0.6277604061297173,0.5119827627863984,0.2209968920587078,True,True,True,False,False
663,gsp2,GSP2,fam_0148659456be,1,singleton,family_fam_0148659456be,1,other,98.61,98.61,10,105.0,False,,,True,D_CORE,True,0.6011011785368657,0.4792310876237678,0.0,True,True,True,False,False
664,guwbm,GUWBM,fam_9adde669db31,1,singleton,family_fam_9adde669db31,1,other,95.61000000000001,95.61,10,105.0,False,,,True,D_CORE,True,,,,True,False,True,True,True
665,gw911,GW911,fam_42e03ae94069,1,singleton,family_fam_42e03ae94069,1,other,99.84000000000002,99.84,10,105.0,False,,,True,V_OOD,True,1.4775236295948546,1.0079914316272212,0.9699899659305183,True,True,True,False,False
666,gypb,GYPB,fam_d1f5fc03430d,3,name_alias,family_fam_d1f5fc03430d,3,other,35.98,35.98,10,105.0,False,,,True,D_CORE,False,,,,True,False,True,True,True
667,gypc,GYPC,fam_d1f5fc03430d,3,name_alias,family_fam_d1f5fc03430d,3,other,40.89,40.89,10,105.0,False,,,True,D_CORE,False,,,,True,False,True,True,True
668,gypd,GYPD,fam_d1f5fc03430d,3,name_alias,family_fam_d1f5fc03430d,3,other,42.489999999999995,42.49,10,105.0,False,,,True,D_CORE,False,,,,True,False,True,True,True
669,gypsum,GYPSUM,fam_911c55e9b001,1,singleton,family_fam_911c55e9b001,1,other,43.42999999999999,43.43,10,105.0,False,,,True,D_CORE,False,,,,True,True,True,False,False
670,h102984,H102984,fam_aea1db92c4b9,1,singleton,family_fam_aea1db92c4b9,1,other,,,0,105.0,False,,,True,D_CORE,False,,,,True,True,True,False,False
671,h3k,H3K,fam_0c64728531c4,1,singleton,family_fam_0c64728531c4,1,other,100.08999999999999,100.09,10,105.0,False,,,True,D_CORE,True,1.1603224848117955,0.8003132397550495,0.0,True,True,True,False,False
672,hc0401,HC0401,fam_9149ed90ad63,1,singleton,family_fam_9149ed90ad63,1,other,100.21,100.21,10,105.0,False,,,True,V_IN,True,0.5394435948361367,0.4486418226720281,0.4898235781177435,True,True,True,False,False
673,hc0402,HC0402,fam_28473f4df3c6,1,singleton,family_fam_28473f4df3c6,1,other,99.94,99.94,10,105.0,False,,,True,D_CORE,True,1.3458717072349011,0.9589738461253147,0.0,True,True,True,False,False
674,hc0404,HC0404,fam_b5ae0a45b3c8,1,singleton,family_fam_b5ae0a45b3c8,1,other,100.10000000000001,100.1,10,105.0,False,,,True,D_CORE,True,1.039272211076348,0.7500952212583445,0.0,True,True,True,False,False
675,hc0404bf1,HC0404BF1,fam_98d4e70c5af3,1,singleton,family_fam_98d4e70c5af3,1,other,100.07000000000001,100.07,10,105.0,False,,,True,T_OOD,True,1.515379924014188,1.027174241309943,1.843435638859964,True,True,True,False,False
676,hc0404bf2,HC0404BF2,fam_3363dd69a660,1,singleton,family_fam_3363dd69a660,1,other,99.78,99.78,10,105.0,False,,,True,D_CORE,True,1.0973639658305279,0.8205005064672007,0.0,True,True,True,False,False
677,hc0404bf3,HC0404BF3,fam_2c2bbc5aaebf,1,singleton,family_fam_2c2bbc5aaebf,1,other,99.64,99.64,10,105.0,False,,,True,D_CORE,True,1.120074139268214,0.7795600183844683,0.0,True,True,True,False,False
678,hc0404bf4,HC0404BF4,fam_b9e4d0b9b9ec,1,singleton,family_fam_b9e4d0b9b9ec,1,other,99.71,99.71,10,105.0,False,,,True,D_CORE,True,1.114543532528212,0.7961090956070043,0.0,True,True,True,False,False
679,hc0405,HC0405,fam_9d86a555bf7f,1,singleton,family_fam_9d86a555bf7f,1,other,99.58999999999999,99.59,10,105.0,False,,,True,T_IN,True,0.9419585900252285,0.767267009925158,0.9857564225116503,True,True,True,False,False
680,hc0422b,HC0422B,fam_15078c6cd6a4,1,singleton,family_fam_15078c6cd6a4,1,other,100.03999999999999,100.04,10,105.0,False,,,True,D_CORE,True,0.8239736722674549,0.5987239201846911,0.0,True,True,True,False,False
681,hc0424,HC0424,fam_d522c79157df,1,singleton,family_fam_d522c79157df,1,other,100.13999999999999,100.14,10,105.0,False,,,True,D_CORE,True,1.1132718165132873,0.8422754078619784,0.0,True,True,True,False,False
682,hc0428f2,HC0428F2,fam_c4817855c9b2,1,singleton,family_fam_c4817855c9b2,1,other,99.52000000000002,99.52,10,105.0,False,,,True,D_CORE,True,1.2356935113960383,0.8471802609553709,0.0,True,True,True,False,False
683,hc0428f3,HC0428F3,fam_fdff59ab0b21,1,singleton,family_fam_fdff59ab0b21,1,other,99.69999999999999,99.7,10,105.0,False,,,True,D_CORE,True,1.1535257607976026,0.8479860604828736,0.0,True,True,True,False,False
684,hc0428f4,HC0428F4,fam_21c8a0488ba7,1,singleton,family_fam_21c8a0488ba7,1,other,99.46,99.46,10,105.0,False,,,True,D_CORE,True,1.1172201342436299,0.8478801365668587,0.0,True,True,True,False,False
685,hc0428f5,HC0428F5,fam_0aac22b90751,1,singleton,family_fam_0aac22b90751,1,other,99.69999999999999,99.7,10,105.0,False,,,True,A_SEEN_TEST,True,1.1858152238666735,0.8672597815411415,0.0,True,True,True,False,False
686,hc0430,HC0430,fam_4f2b3dcaf9d9,1,singleton,family_fam_4f2b3dcaf9d9,1,other,100.08999999999999,100.09,10,105.0,False,,,True,D_CORE,True,0.9489205676481923,0.6701916201865044,0.0,True,True,True,False,False
687,holyoke,HOLYOKE,fam_34467a8cb865,1,singleton,family_fam_34467a8cb865,1,other,98.87999999999998,98.88,10,105.0,False,,,True,D_CORE,True,0.18819123603145121,0.13478663743739025,0.0,True,True,True,False,False
688,hsdp101,HSDP101,fam_fc6bcb2c7f8c,1,singleton,family_fam_fc6bcb2c7f8c,1,other,99.55,99.55,10,105.0,False,,,True,D_CORE,True,0.5133786879820652,0.36742229938112525,0.0,True,True,True,False,False
